Medicine,Side Effect,Seriousness,Severity Score,Frequency,Active Ingredient,Alternatives
Eszopiclone,Depression,Non-Serious,0,367,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Diarrhoea,Serious,0.2,496,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Dizziness,Serious,0,407,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Drug abuse,Serious,0.2,450,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Drug ineffective,Non-Serious,0,803,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Drug interaction,Serious,0.2,374,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Dyspnoea,Serious,0.2,615,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Fall,Serious,0.2,376,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Fatigue,Serious,0.1,556,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Headache,Non-Serious,0,479,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Insomnia,Non-Serious,0,447,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Nausea,Non-Serious,0,562,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Pain,Non-Serious,0,407,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Eszopiclone,Toxicity to various agents,Serious,0.4,604,eszopiclone,"eszopiclone , trazodone , amitriptyline"
Ezetimibe,Acute kidney injury,Serious,0.2,142,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Asthenia,Serious,0,138,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Blood glucose increased,Serious,0,214,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Diabetic ketoacidosis,Serious,0.5,223,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Diarrhoea,Serious,0.2,265,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Dizziness,Serious,0.1,169,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Drug ineffective,Serious,0.2,218,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Drug interaction,Serious,0.5,131,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Dyspnoea,Serious,0.3,169,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Fatigue,Serious,0,231,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Headache,Serious,0,151,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Malaise,Serious,0,155,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Nausea,Serious,0.2,267,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Vomiting,Non-Serious,0,185,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Ezetimibe,Weight decreased,Serious,0.2,150,ezetimibe,"bempedoic acid , ezetimibe , atorvastatin "
Famotidine,Anxiety,Non-Serious,0,470,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Asthenia,Serious,0.2,465,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Diarrhoea,Serious,0.2,828,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Dizziness,Non-Serious,0,662,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Drug ineffective,Serious,0.2,998,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Dyspnoea,Serious,0.2,722,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Fall,Serious,0.6,269,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Fatigue,Serious,0.2,871,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Headache,Non-Serious,0,776,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Malaise,Non-Serious,0,555,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Nausea,Non-Serious,0,930,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Off label use,Serious,0.2,489,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Pain,Serious,0.3,720,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Pneumonia,Serious,0,315,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Pyrexia,Serious,0.7,515,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Rash,Serious,0,490,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Treatment failure,Serious,0.2,500,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Famotidine,Vomiting,Serious,0.2,615,famotidine,"calcium carbonate  , magnesium hydroxide,  famotidine , ibuprofen, famotidine"
Fenofibrate,Acute kidney injury,Serious,0.2,142,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Asthenia,Non-Serious,0,138,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Blood glucose increased,Serious,0,214,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Diabetic ketoacidosis,Serious,0.2,223,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Diarrhoea,Serious,0.2,265,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Dizziness,Serious,0,169,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Drug ineffective,Serious,0,218,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Drug interaction,Serious,0.6,131,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Dyspnoea,Non-Serious,0,169,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Fatigue,Non-Serious,0,231,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Headache,Serious,0,151,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Malaise,Serious,0,155,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Nausea,Serious,0.2,267,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Vomiting,Serious,0,185,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Fenofibrate,Weight decreased,Serious,0,150,fenofibrate micronized,"fenofibrate , pantethine, simvastatin"
Ferrous sulfate,Anaemia,Serious,0.2,118,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Arthralgia,Serious,0,418,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Asthenia,Serious,0.2,342,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Diarrhoea,Non-Serious,0,602,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Dizziness,Serious,2,380,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Drug ineffective,Non-Serious,0,593,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Dyspnoea,Serious,0,532,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Fall,Serious,2,337,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Fatigue,Serious,2,601,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Headache,Non-Serious,0,436,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Malaise,Serious,0.5,338,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Nausea,Non-Serious,0,572,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Off label use,Serious,0.2,69,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Pain,Serious,0.3,400,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Pneumonia,Serious,2,362,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Pyrexia,Serious,0.2,378,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Vomiting,Non-Serious,0,422,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Ferrous sulfate,Weight decreased,Serious,0.5,74,"ferrous sulfate,dried","ascorbic acid , ferrous sulfate , folic acid"
Fluoxetine,Anxiety,Serious,0.2,122,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Cardiac disorder,Serious,0,140,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Completed suicide,Serious,0.4,126,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Diarrhoea,Serious,0,182,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Dizziness,Serious,0.2,171,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Drug abuse,Serious,0,315,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Drug ineffective,Serious,0,188,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Drug interaction,Serious,0.2,160,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Dyspnoea,Serious,0,271,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Exposure via ingestion,Serious,0.4,219,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Fatigue,Serious,0,197,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Headache,Serious,0.6,182,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Malaise,Serious,0.2,136,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Nausea,Serious,0.4,196,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Pain,Serious,0.2,143,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Pneumonia,Serious,0.4,167,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Toxicity to various agents,Serious,0.4,322,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluoxetine,Vomiting,Serious,0.6,148,fluoxetine hydrochloride,"fluoxetine , olanzapine"
Fluticasone,Diarrhoea,Serious,0.4,168,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Dizziness,Serious,0,171,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Drug abuse,Serious,0,215,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Drug ineffective,Serious,0.2,188,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Drug interaction,Serious,0.2,160,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Dyspnoea,Serious,0.2,271,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Fall,Serious,0,118,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Fatigue,Serious,0.2,197,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Headache,Non-Serious,0,182,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Malaise,Serious,0.2,136,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Nausea,Serious,0.2,196,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Pain,Serious,0.2,133,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Pneumonia,Serious,0.5,167,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Toxicity to various agents,Serious,0.2,192,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Fluticasone,Vomiting,Serious,0,130,fluticasone propionate,"azelastine , fluticasone , vilanterol"
Folic acid,Arthralgia,Serious,0,418,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Asthenia,Serious,0,342,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Diarrhoea,Non-Serious,0,602,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Dizziness,Serious,0.2,380,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Drug ineffective,Non-Serious,0,593,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Dyspnoea,Serious,0.2,532,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Fall,Serious,0.2,337,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Fatigue,Serious,0.2,601,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Headache,Serious,0.2,436,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Malaise,Non-Serious,0,338,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Nausea,Non-Serious,0,572,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Pain,Serious,0,400,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Pneumonia,Serious,0.5,362,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Pyrexia,Serious,0.2,378,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Folic acid,Vomiting,Non-Serious,0,422,sodium folate,"ascorbic acid , calcium citrate , cholecalciferol , folic acid , iron carbonyl , pyridoxine hydrochloride "
Fosfomycin,Diarrhoea,Serious,0,332,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Dizziness,Serious,0.2,248,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Drug ineffective,Serious,0.4,563,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Dyspnoea,Serious,0,290,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Fatigue,Serious,0.5,351,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Headache,Serious,0,283,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Malaise,Serious,0.2,244,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Nausea,Serious,0.4,333,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Off label use,Serious,0,345,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Pain,Serious,0,266,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Pruritus,Serious,0.2,308,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Pyrexia,Serious,1.8,310,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Rash,Serious,0.2,301,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Urinary tract infection,Serious,0.2,227,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Fosfomycin,Vomiting,Serious,0,224,fosfomycin tromethamine," fosfomycin, Ciprofloxacin"
Gabapentin,Anxiety,Serious,0,470,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Asthenia,Non-Serious,0,465,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Diarrhoea,Non-Serious,0,828,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Dizziness,Serious,0.1,662,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Drug ineffective,Non-Serious,0,998,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Dyspnoea,Serious,0.1,722,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Fatigue,Non-Serious,0,871,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Headache,Non-Serious,0,776,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Malaise,Serious,0,555,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Nausea,Non-Serious,0,930,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Off label use,Serious,0,489,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Pain,Non-Serious,0,720,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Pyrexia,Serious,0,515,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Rash,Non-Serious,0,490,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Gabapentin,Vomiting,Serious,0.1,615,gabapentin enacarbil,"Once-Daily gabapentin ,gabapentin, Carbamazepine"
Glipizide,Acute kidney injury,Serious,0.6,142,glipizide,"glipizide  , metformin"
Glipizide,Asthenia,Serious,0.2,138,glipizide,"glipizide  , metformin"
Glipizide,Blood glucose increased,Serious,0.2,214,glipizide,"glipizide  , metformin"
Glipizide,Diarrhoea,Non-Serious,0,265,glipizide,"glipizide  , metformin"
Glipizide,Dizziness,Serious,0.2,169,glipizide,"glipizide  , metformin"
Glipizide,Drug ineffective,Non-Serious,0,218,glipizide,"glipizide  , metformin"
Glipizide,Drug interaction,Serious,0.5,131,glipizide,"glipizide  , metformin"
Glipizide,Dyspnoea,Non-Serious,0,169,glipizide,"glipizide  , metformin"
Glipizide,Fatigue,Non-Serious,0,231,glipizide,"glipizide  , metformin"
Glipizide,Headache,Non-Serious,0,151,glipizide,"glipizide  , metformin"
Glipizide,Malaise,Non-Serious,0,155,glipizide,"glipizide  , metformin"
Glipizide,Nausea,Non-Serious,0,267,glipizide,"glipizide  , metformin"
Glipizide,Pain,Serious,0,128,glipizide,"glipizide  , metformin"
Glipizide,Vomiting,Non-Serious,0,185,glipizide,"glipizide  , metformin"
Glipizide,Weight decreased,Non-Serious,0,150,glipizide,"glipizide  , metformin"
Guanfacine,Aggression,Serious,0.2,261,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Anxiety,Serious,0,345,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Depression,Serious,0.2,309,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Dizziness,Non-Serious,0,314,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Drug ineffective,Non-Serious,0,1009,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Dyskinesia,Serious,0.1,292,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Fall,Non-Serious,0,323,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Fatigue,Serious,0.2,411,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Headache,Serious,0.2,409,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Insomnia,Non-Serious,0,336,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Nausea,Non-Serious,0,387,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Product quality issue,Non-Serious,0,266,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Product substitution issue,Serious,0,522,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Somnolence,Non-Serious,0,264,guanfacine hydrochloride,"guanfacine , Amphetamine"
Guanfacine,Tremor,Non-Serious,0,277,guanfacine hydrochloride,"guanfacine , Amphetamine"
Hydralazine,Arthralgia,Serious,0.2,118,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Asthenia,Serious,0,131,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Cardiac failure congestive,Serious,0.3,338,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Cerebrovascular accident,Serious,0.6,250,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Diarrhoea,Non-Serious,0,140,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Dizziness,Serious,0.4,132,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Drug ineffective,Non-Serious,0,202,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Dyspnoea,Non-Serious,0,215,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Fatigue,Non-Serious,0,175,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Headache,Serious,0.4,157,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Hypertension,Serious,0.2,151,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Malaise,Serious,0.2,120,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Myocardial infarction,Serious,0.6,316,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Nausea,Serious,0.2,191,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydralazine,Pain,Serious,0.6,160,hydralazine hydrochloride,"Atenolol  ,  hydralazine  ,  chlorthalidone  , oxprenolol"
Hydrocortisone cream,Diarrhoea,Non-Serious,0,332,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Dizziness,Non-Serious,0,248,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Drug ineffective,Non-Serious,0,563,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Dyspnoea,Serious,0,290,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Fatigue,Serious,0,351,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Headache,Serious,0,283,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Malaise,Serious,0,244,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Nausea,Serious,0.6,333,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Off label use,Serious,0.2,345,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Pain,Non-Serious,0,266,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Pruritus,Non-Serious,0,308,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Pyrexia,Non-Serious,0,310,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Rash,Serious,0.2,301,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Urinary tract infection,Serious,0,227,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydrocortisone cream,Vomiting,Serious,0.6,224,hydrocortisone butyrate,"hydrocortisone,  hydrocortisone acetate , hydrocortisone"
Hydroxychloroquine,Arthralgia,Non-Serious,0,206,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Diarrhoea,Serious,0.2,293,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Dizziness,Non-Serious,0,191,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Drug ineffective,Non-Serious,0,386,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Drug interaction,Serious,0.2,184,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Dyspnoea,Non-Serious,0,244,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Fatigue,Serious,0.2,280,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Headache,Serious,0,257,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Nausea,Serious,0,326,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Pain,Non-Serious,0,282,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Pain in extremity,Serious,0.2,186,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Pneumonia,Serious,0.2,200,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Pyrexia,Serious,0.2,229,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Toxicity to various agents,Serious,0.2,219,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
Hydroxychloroquine,Vomiting,Serious,0.2,294,hydroxychloroquine sulfate,"hydroxychloroquine,  hydroxychloroquine sulfate , Methotrexate"
